7376
3262	おじさん	34
809	おすすめ	715
5909	おせっかい	4
3584	おそろい	7
8181	おだやか	4
8316	おっくう	4
9877	おっさん	5
10125	おっちょこちょい	5
7546	おっぱい	14
7414	おでこ	7
6222	おでん	8
4457	おと	9
9174	おとぎ話	4
10869	おとな	5
16116	おとめ	4
5391	おなか	26
5496	おなじみ	93
4532	おにぎり	14
8706	おねがい	4
8727	おの	5
11452	おはこ	16
6405	おば	9
7248	おばあさん	4
1109	おばさん	27
9175	おまかせ	40
2675	おまけ	43
4019	おみやげ	6
15974	おめでた	3
8922	おもちゃ	23
14289	おもてなし	17
6740	おやじ	5
8538	おり	7
8734	おろか	4
12104	おわび	3
7181	おん	30
9852	おんな	3
10598	おんぶ	3
1206	お世話	61
79	お互い	250
12461	お人好し	3
14782	お仕置き	5
2189	お伝え	67
3318	お似合い	6
5497	お供	44
4865	お便り	3
16153	お先	3
4097	お出かけ	32
1003	お前	122
11168	お力	4
10808	お化け	5
10203	お参り	4
15131	お告げ	4
10523	お呼ばれ	5
6080	お墨付き	11
15155	お好み焼き	4
16422	お姫さま	4
3555	お姫様	17
3347	お嬢さん	5
3026	お嬢様	38
419	お子さん	37
6025	お子様	17
8451	お守り	12
2094	お宝	6
2634	お客	128
1945	お客様	253
2890	お家	20
14402	お家芸	4
7725	お寺	14
15062	お尋ね者	4
7641	お巡りさん	3
9443	お年	3
16446	お年玉	3
10229	お待ち	17
8380	お忍び	3
14316	お忙しい	6
14973	お手つき	3
12359	お手上げ	3
2676	お手伝い	14
11844	お手数	54
4944	お手本	19
7369	お披露目	30
13050	お抱え	11
2468	お断り	32
510	お昼	27
6650	お構い	11
7317	お次	11
5087	お正月	30
590	お母さん	63
2347	お母様	22
5404	お気	12
810	お気づき	4
420	お気に入り	233
1271	お決まり	11
696	お洒落	40
3159	お湯	43
4387	お父さん	92
2677	お盆	20
9536	お目見え	6
5773	お知らせ	379
3796	お礼	22
9407	お祈り	12
1	お祝い	21
9202	お祭り騒ぎ	17
2275	お笑い	99
7825	お答え	65
1815	お粗末	3
228	お腹	98
6478	お花畑	6
2607	お茶	68
1110	お菓子	53
5862	お薦め	8
7380	お詫び	31
2434	お話	192
7182	お話し	27
2206	お誘い	17
16061	お調子者	4
11549	お買い得	21
5667	お越し	43
4749	お辞儀	3
5826	お迎え	9
6043	お返し	12
9859	お送り	80
8663	お過ごし	9
14007	お部屋	3
330	お金	305
8620	お釣り	4
9853	お鍋	3
3683	お陰	13
1050	お隣	3
11975	お預け	4
2	お願い	287
12497	かい	4
7731	かいい	3
11432	かお	3
5872	かおり	8
10033	かおる	4
3536	かかと	8
7893	かき	4
11816	かき氷	5
4555	かぎり	15
16375	かぐら	4
9021	かけ	11
3618	かけがえ	34
5873	かご	6
14511	かさ	5
5111	かしこ	7
13939	かすか	3
9194	かた	27
2810	かたくな	5
12415	かたつむり	14
16486	かたは	3
14039	かたわら	4
10946	かっこ	13
10142	かって	7
10756	かつお	6
3855	かな	29
9808	かなえ	5
1272	かなり	113
12709	かに	5
15054	かね	7
12634	かばん	6
6641	かぼちゃ	9
10659	かま	6
933	かも	46
14297	かもめ	6
6096	かゆみ	5
8121	かよ	7
10809	からくり	3
229	からだ	11
5020	かわいそう	45
3348	かわり	17
5582	かをり	12
10702	かん	10
8659	か国	6
11529	か所	11
591	か月	71
6426	か条	4
8816	がかり	9
9439	がけ	5
6097	がさつ	3
7238	がた	4
656	がち	304
4401	がに股	3
6111	がま	3
4194	がむしゃら	6
7846	がらみ	4
15434	がれ	5
11766	がれき	3
15377	がわら	20
421	がわり	5
5991	がん	15
10628	きい	8
16106	きずな	4
15565	きたん	3
422	きっかけ	346
7415	きなこ	6
10112	きな粉	3
10036	きのこ	6
7139	きみ	10
13832	きめ細か	3
9889	きもの	7
3071	きゅうり	6
7290	きょう	16
15693	きよし	4
15767	きらびやか	4
1411	きり	50
80	きれい	139
10037	きん	9
9408	ぎこち	8
10414	くし	7
6325	くしゃみ	5
8972	くじ	12
10308	くじ引き	4
13711	くず	3
5814	くだ	5
14412	くだん	3
16496	くのいち	3
1360	くま	15
8325	くみ	12
15989	くも	4
4621	くら	5
13606	くらし	3
4802	くり	23
4458	くるぶし	4
12786	くるみ	5
753	くん	90
10584	ぐちゃぐちゃ	4
15290	ぐみ	5
10663	ぐらし	3
14301	ぐる	4
754	ぐるみ	15
11845	けい	19
5992	けいこ	12
3797	けが	5
9399	けじめ	5
6815	けなげ	8
13365	けやき坂	7
3856	けんか	5
13458	けん引	5
16911	けん責	3
10204	げん	9
9337	こいつ	38
14622	こころ	3
8335	こしょう	4
12174	こずえ	5
12997	こたつ	13
1451	こだわり	214
4622	こづかい	5
8865	ことば	3
4287	ことわざ	7
5021	こども	16
6670	こないだ	9
4195	こなし	7
2571	このごろ	12
13453	このほど	6
4388	この世	39
10768	この先	3
2635	この間	21
16818	こぼれ	3
3072	こまめ	23
8678	こめかみ	3
230	ころ	73
9827	こん	9
9139	こんど	3
15447	ごい	3
8832	ごたえ	6
5112	ごちそう	6
6713	ごっこ	5
4533	ごはん	42
7239	ごぶさた	3
4556	ごぼう	4
6081	ごま	7
3073	ごみ	9
11958	ごめん	9
12561	ごり押し	8
7796	ご利益	8
1498	ご存じ	46
3556	ご存知	64
81	ご時世	13
16312	ご法度	4
2544	ご無沙汰	11
16118	ご用	5
8426	ご覧	147
511	ご飯	91
1207	ご馳走	12
4211	さい	10
5133	さいたま	17
4459	さおり	7
10205	さき	7
7847	さくら	34
5572	ささい	5
5507	ささやか	13
6140	さそり	6
8557	さっき	28
4020	さつき	18
8336	さとう	4
3074	さとみ	16
2469	さとる	3
4118	さなか	5
14861	さばき	9
2130	さま	150
7577	さやか	4
4460	さゆり	5
6013	さら	30
7318	さらし者	3
2348	さりげ	42
8065	さり気	6
423	さわ	4
6479	さわやか	39
9947	さわり	5
8591	さんま	35
13532	ざかり	6
5304	ざった	3
7497	ざま	8
9786	ざら	3
14711	ざる	3
9582	しあわせ	12
10792	しおり	7
4611	しがらみ	6
10892	しぐさ	9
1326	しこ	12
7848	しこり	3
16166	しし	3
5429	しず	6
3075	しそ	3
1273	した	3
8298	したたか	6
5292	したて	13
7657	しだい	6
5059	しっぽ	6
3	しどろもどろ	5
7001	しなやか	27
9860	しのぎ	5
7002	しのぶ	15
9639	しば	3
3349	しびれ	5
8470	しま	20
4303	しみ	5
10038	しゃも	4
6671	しょうが	37
16217	しょうゆ	3
5022	しら	5
3488	しわ	19
13231	しん	13
15765	じいさん	4
3076	じゃがいも	8
6584	じゅう	4
12572	じゅん	4
12739	じん	27
1877	じんましん	3
15956	じん帯	6
8945	すえ	3
10440	すき	5
82	すぎ	123
11300	すこやか	8
7166	すさ	4
10237	すし	5
6026	すし詰め	3
3489	すじ	15
13816	すすめ	10
159	すっぴん	26
11817	すっぽん	4
8751	すてき	12
9089	すばる	6
9176	すべすべ	7
14058	すみれ	8
9878	すり	6
5765	すれすれ	4
1640	すれ違い	19
8575	ずし	4
1499	ずぼら	3
7855	ずみ	8
3997	ずる	3
12925	ずれ	5
934	せい	177
16023	せいこう	3
10206	せき	3
12884	せこ	3
331	せつこ	95
5935	せり	7
755	せん	6
12384	ぜいたく	8
5986	ぜん	3
12209	そいつ	6
5952	そうこう	4
14059	そうそう	3
3240	そこそこ	6
4119	そこら	5
13266	そごう	5
14168	そっ	9
2754	そっけ	11
9659	そっちのけ	4
2131	そつ	4
1878	そのもの	178
1274	その他	505
10384	その道	10
1500	その間	36
4021	そば	53
10355	そばかす	4
6098	そもそも	17
5953	そり	3
14465	そりゃ	7
1208	そりゃあ	9
2190	それどころ	3
4	それら	104
11939	そん	9
12385	そん色	3
13150	ぞう	3
4785	たい	21
9493	たいがい	7
4461	たか	8
4462	たかみ	6
15156	たか子	3
6741	たくましさ	3
2512	たけ	3
4304	たけし	10
12266	たこ	3
12710	たこ焼き	6
9551	たしか	6
11238	たたずまい	4
3263	ただ	132
12755	ただ中	3
5498	たっぷり	70
1412	たて	22
8621	たばこ	6
2755	たま	106
5	ためし	5
6757	ため息	20
7255	たより	5
5405	たる	9
3490	たるみ	17
3350	たん	33
5668	たんぱく質	5
6986	だい	10
12873	だいじょうぶ	6
3663	だいたい	8
7111	だし	20
332	だらけ	82
4402	だらし	16
6044	だれ	31
8490	だんまり	3
8095	ちぐはぐ	5
5088	ちの	8
10623	ちひろ	3
811	ちまちま	5
6564	ちゃり	10
12826	ちゃんこ	4
5089	ちや	5
6987	ちょ	8
10793	ちょう	4
6702	ちょうだい	4
7818	ちょん	3
5638	ちり	12
12515	ちん	6
5293	っきり	24
2232	っぱなし	44
4690	っぷり	55
4389	っ子	19
9760	っ放し	8
4098	ついで	32
11141	つかさ	24
7955	つかの間	4
1111	つき	98
1275	つきあい	23
1413	つきもの	15
5113	つぎ	8
8048	つくば	8
14060	つくり	8
12644	つぐみ	3
333	つけ	48
15983	つて	3
1150	つながり	50
9034	つなぎ	19
3940	つば	9
7804	つばさ	10
8585	つぶ	12
11059	つぶし	13
16280	つぶつぶ	3
1562	つぶやき	121
15001	つぶら	4
4750	つま	14
864	つまり	56
9219	つま先	11
11973	つめ	9
1905	つもり	174
7396	つや	8
16096	つややか	6
13574	つや消し	3
8197	つゆ	3
7894	つり	14
4803	つる	14
3597	つわり	6
1209	づきあい	6
3077	づくし	9
2276	づくり	57
9771	てい	3
13637	てっぺん	5
12582	てつ	4
424	てぶくろ	6
16293	てる	3
6816	てれ	8
15738	てんこ盛り	6
1692	でき	8
4288	とい	10
9896	とうきゅう	5
8182	とうもろこし	3
2169	ときめき	13
3635	とこ	40
16223	とことん	5
2277	とたん	14
9215	とっさ	8
3798	となり	14
2973	とも	142
11946	ともだち	3
1860	ともども	3
12711	とら	5
334	とり	9
4168	とりこ	5
9157	とろりん	5
3829	とんでも	58
3857	とんねるず	12
11631	と列	12
6099	どうこう	8
3439	どうし	13
1641	どおり	27
10633	どきどき	3
1452	どころ	43
13808	どなた	8
14218	どの	5
4902	どの人	4
7642	ども	14
15569	どよめき	5
16416	どら	3
7183	どろん	15
5406	どん	22
6549	どん底	20
9604	どん欲	4
12184	なお	5
6912	なおみ	3
4623	なかよし	6
7856	なけなし	4
11065	なし	6
1276	なじみ	30
15963	なっちゃん	4
160	なつみ	15
8250	なでしこ	97
2936	なみ	22
9948	なめこ	4
8111	なめらか	48
2050	ならでは	240
5203	なり	31
15345	なんば	6
4534	におい	14
13202	にぎやか	6
4564	にこやか	6
335	にし	5
3078	にんじん	9
1879	にんにく	6
4060	ぬいぐるみ	41
8269	ぬくもり	4
4120	ぬるま湯	10
12526	ねぎ	3
12092	ねこ	29
12687	ねじ	3
10090	ねつ造	3
7478	のけ者	5
3684	のぞみ	16
3319	のち	28
16974	のっけ	3
3160	のど	24
9447	のどか	4
5151	のび太	8
12433	のぶ	5
5863	のり	21
9564	のり子	8
9466	のんびり	5
5774	はがき	6
16248	はけ	3
4499	はさ	4
4022	はさみ	3
8471	はしご	4
11795	はずれ	11
7921	はた	3
9828	はちみつ	8
6941	はな	10
5262	はめ	8
11857	はめ込み	7
2572	はやり	6
10479	はり	5
425	はる	116
9300	はん	5
12938	はんだづけ	9
5090	ばあちゃん	16
16104	ばい	3
4099	ばか	4
336	ばら	4
3760	ばらつき	4
3858	ばり	22
16691	ばん回	4
9131	ひいき	7
8609	ひかり	25
12434	ひがし	7
9809	ひき	4
9640	ひき肉	4
12681	ひさ	3
7506	ひさし	5
4335	ひざ	12
6060	ひそか	14
14977	ひたい	3
14546	ひたむき	9
1693	ひったくり	5
16441	ひつじ	4
6742	ひで	7
7792	ひとくち	4
6642	ひとこと	13
16542	ひとたび	3
4915	ひとつひとつ	23
3351	ひととき	32
1414	ひとまず	3
12330	ひとみ	10
1004	ひとり	193
8225	ひとりひとり	6
6406	ひと味	20
10603	ひと回り	4
12944	ひと息	6
83	ひと昔	8
14404	ひと時	5
12574	ひと月	6
3761	ひと汗	3
1732	ひと目	23
5775	ひと言	16
935	ひな	17
6190	ひな壇	7
9761	ひな祭り	6
11060	ひま	3
7161	ひやひや	3
14978	ひょう	3
8183	ひょっと	7
8728	ひろ	16
3619	ひろみ	4
13583	ひろ美	3
8369	ひんしゅく	5
12861	ひんぱん	4
592	びっくり	108
13114	びん	5
15191	ぴあ	7
1733	ぴったり	76
1210	ふう	53
14748	ふか	3
1112	ふくよか	8
6131	ふし	5
15093	ふしぎ	8
6988	ふじい	7
11932	ふた	14
5737	ふたつ	28
1906	ふたり	91
3473	ふだん	41
14687	ふち	3
6840	ふつう	13
7337	ふみ	17
14936	ふみの	4
13735	ふらん	3
1907	ふり	16
16465	ふるさと	3
16210	ぶた	3
11836	ぶっこ	6
14035	ぶどう	11
5407	ぶん	23
7872	ぶんか社	11
7558	へそ	4
3161	べた	4
16662	べっち	15
7184	ほうじ	15
5280	ほうび	7
6966	ほうれん草	6
13822	ほこり	3
13575	ほっそり	4
15261	ほっと	3
9583	ほとり	4
1501	ほど	37
4169	ほのか	21
936	ほり	4
2207	ほろ酔い	6
7906	ほん	23
16554	ほんと	5
13743	ほんま	13
8991	ぼう	15
12023	ぼかし	4
4804	ぼく	21
4624	ぼん	6
13307	ぼんやり	4
426	まき	4
10722	まくり	3
16810	まぐれ	3
15485	まさお	6
6989	まさこ	11
3352	まさし	3
2470	まさみ	26
5114	まさよ	3
11734	まじ	8
3664	まじめ	12
3440	まち	12
2777	まちまち	5
14151	まっすぐ	5
5993	まつ	16
9382	まつげ	4
9762	まつり	11
9383	まつ毛	16
8337	まとまり	10
7277	まとめ	198
13051	まとめ買い	5
1502	まどか	55
12899	まなざし	8
6942	まなみ	4
12836	まな板	3
6913	まね	21
9641	まばら	3
12516	まひ	3
7963	まぶた	8
10877	まみ	6
8004	まみれ	13
5169	まめ	17
2830	まゆ	10
4565	まゆみ	3
12171	まり	14
8142	まりこ	4
13277	まるや	4
10478	まれ	35
6082	まろやか	19
2707	まわり	50
7857	まんが	10
937	まんじゅう	4
7003	まんま	17
13223	みかん	5
3241	みき	10
13556	みこ	3
5317	みさき	4
4582	みじん切り	5
14655	みずから	6
6758	みずほ	6
7291	みそ	15
10039	みそ汁	4
7416	みち	11
15198	みつる	4
11603	みつを	3
8077	みどころ	4
5766	みどり	8
2907	みな	25
6141	みなさま	16
6308	みなみ	26
16380	みの	19
427	みや	4
8472	みゆき	17
3762	むき	4
9387	むき出し	8
8599	むしろ	5
5922	むだ	4
2545	むや	4
5366	むやみ	8
428	むら	22
3079	めぐみ	7
7338	めし	7
6932	めちゃくちゃ	23
6943	めちゃめちゃ	10
6191	めった	6
5408	めまい	6
3080	めん	12
2937	めんどう	3
14056	もうこ	3
2513	もち	37
6565	もってこい	11
812	もってのほか	5
7442	もっとも	8
13657	ものさし	5
5002	もみ	6
2095	もも	39
6672	もやし	4
3763	もより	3
7249	もろ	6
16435	やぎ	6
657	やけ	5
12670	やけど	3
16339	やじ	3
13885	やす	4
13246	やすし	18
2990	やっかい	13
5170	やました	3
11530	やまだ	3
17021	やまもと	3
5152	やみ	12
10800	やみくも	4
4463	やよい	4
512	やりがい	32
593	やりくり	12
84	やりとり	81
5776	やり取り	70
2678	やり場	6
6	やり方	56
1503	やり玉	4
12845	やり直し	8
6427	やる気	53
4100	やんちゃ	6
12331	ゆう	7
4023	ゆうこ	8
2233	ゆえ	62
10671	ゆか	8
3290	ゆかり	25
16117	ゆがみ	6
5738	ゆき	68
14409	ゆくゆく	5
6673	ゆず	25
4500	ゆたか	6
1816	ゆとり	34
3081	ゆみ	12
429	ゆり	16
5723	ゆり子	4
2234	ゆるやか	11
3964	ようこ	10
8473	よう子	10
8610	よけい	3
9119	よし	8
13814	よしのり	6
1415	よそ見	9
15618	よみうり	8
9605	らい	11
11965	らく	10
16012	ららぽーと	5
10136	らん	6
9584	りえ	7
5777	りか	3
9120	りこ	14
10778	りさ	3
7185	りつ	4
2471	りょう	6
7417	りんご	15
5739	るい	6
15547	るみ子	10
161	れい	40
14349	れつ	3
9829	れん	5
12672	ろう	25
10369	わか	4
13879	わかめ	4
4212	わがまま	25
16645	わが国	3
7895	わき	4
14553	わさび	19
5294	わし	12
16389	わな	5
15538	わに	14
11891	わら	8
3636	わり	38
14438	われわれ	12
10882	わん	5
13067	アイアン	36
7783	アイコ	154
938	アイス	26
12945	アイスクリーム	14
16736	アイスランド	4
3441	アイツ	9
1361	アイテム	447
2991	アイデア	83
9140	アイディア	37
4213	アイデンティティ	10
2096	アイドリング	5
1113	アイドル	193
13119	アイリス	6
15039	アイリーン	3
11616	アイルランド	9
8859	アイロン	11
11902	アインシュタイン	7
11188	アイ・オー・データ機器	39
6519	アウト	107
1817	アウトドア	43
11892	アカ	3
4433	アカウント	223
2938	アカデミー	160
5558	アカネ	3
4081	アキ	12
4828	アキコ	6
9554	アキ子	17
11135	アク	34
6841	アクシデント	10
3740	アクション	290
12787	アクセサリ	10
3320	アクセサリー	117
4709	アクセス	307
10857	アクセル	15
7559	アクセント	42
7784	アクティブ	34
14777	アクロバット	4
12801	アコースティック	4
6407	アサ	6
13301	アサイン	4
7700	アサコ	5
14321	アサヒ	65
14688	アサヒビール	3
7643	アサリ	3
3383	アシスタント	46
1416	アシスト	33
13882	アジ	3
1987	アジア	203
14826	アジアン	7
15928	アジト	3
14213	アジャスト	6
15673	アスカ	6
11818	アスキー	9
11438	アスク	34
9474	アスファルト	5
12342	アスペクト	8
9585	アスミック	10
16527	アスレチック	3
1327	アタック	19
12019	アタッチメント	4
14496	アタマ	4
11270	アダプタ	57
10968	アダプター	66
7472	アダム	3
15981	アダムス	3
6533	アダルト	22
2514	アダルトビデオ	3
8226	アットホーム	5
5874	アッパ	3
12600	アッパー	9
865	アップ	740
11342	アップデート	241
5639	アップル	208
7140	アツ	11
5640	アツアツ	11
10529	アテ	5
15271	アテナ	3
8381	アテネ	25
4024	アトピー	6
2939	アトラクション	25
12682	アトランタ	6
8506	アトリエ	10
10634	アド	3
1453	アドバイザー	14
697	アドバイス	248
11414	アドバンス	4
11632	アドバンテージ	13
14852	アドベンチャー	27
13529	アドホック	3
10739	アドリブ	8
3217	アドレス	55
11706	アドレナリン	5
6480	アナ	104
3525	アナウンサー	75
8009	アナウンス	39
11303	アナリスト	19
5778	アナログ	56
2940	アニメ	182
11049	アニメーション	63
162	アパレル	44
1946	アパレルメーカー	9
4390	アパート	34
13862	アヒル	6
2679	アピール	168
15346	アフタヌーン	4
3264	アフター	19
9236	アフリカ	15
14023	アフレコ	27
7922	アブ	4
4656	アブダビ	6
7262	アプリケーション	185
2170	アプローチ	93
14040	アベレージ	5
4121	アホ	18
8592	アボカド	10
2235	アポ	6
5583	アポイント	3
13851	アポロ	10
10061	アマ	7
6534	アマゾン	39
10933	アマチュア	28
6817	アミ	4
4305	アミノ酸	17
13850	アメ	7
14089	アメニティ	6
1362	アメリカ	487
12044	アメリカン	18
11075	アメリカ合衆国	8
13744	アメーバ	4
8338	アヤ	13
3598	アユ	6
12118	アラカルト	3
13658	アラスカ	8
2608	アラブ	15
10870	アラン	4
1277	アリ	115
9475	アリス	30
14903	アリゾナ	6
14775	アリーナ	30
9452	アル	15
13593	アルカリ	5
3218	アルコール	39
12399	アルゴリズム	3
16885	アルジェリア	3
2278	アルゼンチン	19
1114	アルバイト	46
2941	アルバム	80
15332	アルバート	16
13783	アルファ	5
11979	アルファベット	12
12962	アルファ線	3
15647	アルプス	7
14106	アルベルト	6
8010	アルミ	22
12115	アルミニウム	15
15625	アレクサンダー	6
14862	アレクサンドル	4
6378	アレックス	15
1880	アレルギー	14
5584	アレンジ	69
4751	アレンジメント	6
16324	アロエ	3
10757	アワビ	3
10950	アワード	42
3859	アン	59
11101	アンカー	4
4866	アングラ	3
12045	アングル	18
1454	アンケート	189
10466	アンコール	7
14948	アンサンブル	7
10799	アンタッチャブル	8
2831	アンダー	45
14863	アンダーソン	10
13837	アンチ	3
1818	アンティーク	11
4306	アンテナ	93
9978	アンディ	13
13958	アントニオ	11
11011	アントワープ	5
13718	アンド	6
10501	アンドリュー	18
6379	アンナ	25
11239	アンニュイ	3
9967	アンバランス	5
15013	アンバー	7
11710	アンプ	20
756	アーカイブ	17
11559	アーキテクチャ	9
11142	アーク	21
16487	アーケード	13
15040	アーサー	12
1363	アース	16
10611	アーチ	3
12642	アーチェリー	4
1455	アーティスト	155
8339	アート	81
11750	アーム	12
14736	アーモンド	9
11584	アール	12
6725	アーロン	7
14454	イエス	8
13113	イエロー	15
16973	イエローカード	3
6344	イオン	47
6990	イカ	15
4916	イキイキ	14
1364	イギリス	163
6791	イケイケ	5
7053	イコール	9
14783	イジリー岡田	3
7644	イス	18
8382	イスタンブール	3
13386	イスラエル	5
6437	イスラム	6
13588	イスラム教	3
3599	イズミ	5
16167	イズム	6
8866	イタズラ	4
5222	イタリア	100
3764	イタリアン	31
337	イチ	106
9879	イチゴ	21
14617	イチロー	21
15910	イッキ	3
10040	イデア	12
16859	イニング	6
6309	イノベーション	14
5281	イブ	21
7339	イブニング	5
1504	イベント	743
3442	イマイチ	38
14413	イマジネーション	10
16024	イム	3
430	イメージ	685
5698	イメージダウン	6
14802	イメージ図	5
7112	イモ	7
1278	イヤ	118
13713	イヤリング	5
9532	イヤー	16
6883	イラ	14
15607	イラク	5
431	イラスト	150
432	イラストレーター	39
9177	イラン	16
13047	イルカ	10
8289	イルミネーション	60
939	イレブン	10
1861	イン	250
12272	インカレ	3
10897	インク	115
14107	イングランド	24
15351	イングリッシュ	4
16628	インコース	3
3134	インスタント	16
4917	インストラクター	22
5606	インストール	243
6083	インスピレーション	31
14930	インタビュ	6
2573	インタビュー	375
11439	インタフェース	5
10238	インタラクティブ	13
5559	インター	41
9775	インターナショナル	30
7	インターネット	414
16460	インターハイ	4
12435	インターバル	6
11560	インターフェース	54
8707	インターン	8
14793	インダストリアル	3
10943	インチ	364
10286	インテリ	8
4025	インテリア	91
8765	インテリジェンス	5
12162	インテリジェント	12
10898	インテル	84
14904	インディ	6
10062	インディアン	3
14869	インディペンデント	7
11647	インデックス	4
12259	イントロダクション	4
7761	インド	39
8757	インドア	12
11114	インドネシア	10
8317	インナー	14
3665	インパクト	75
12137	インフォメーション	10
8766	インフラ	22
4101	インフルエンザ	7
5153	イースト	10
14907	イーストウッド	9
16208	ウィスキー	3
11229	ウィリアム	12
9979	ウィリアムズ	14
6703	ウィルス	10
15853	ウィルソン	3
6944	ウィンドウ	48
11565	ウィンドウズ	16
16882	ウィンブルドン	3
10983	ウィーク	15
5585	ウィークリー	6
7162	ウィーン	5
7004	ウイスキー	15
8270	ウイルス	46
10582	ウインドウ	3
1988	ウェア	65
8507	ウェイ	78
9453	ウェイトレス	3
15073	ウェイン	10
8965	ウェット	5
6421	ウェディング	34
14856	ウェリントン	4
12907	ウェールズ	5
5954	ウエア	4
2756	ウエイト	5
13772	ウエスタン	4
231	ウエスト	25
15217	ウォルト・ディズニー	34
13313	ウォン	28
2574	ウォーキング	20
7292	ウォーク	27
3162	ウォーター	30
9980	ウォーホル	3
9141	ウォーミングアップ	4
10801	ウォール	7
13603	ウォール街	4
16984	ウクライナ	5
1417	ウケ	38
16185	ウコン	3
8011	ウサギ	20
3860	ウジ	3
16915	ウズベキスタン	11
6903	ウソ	49
1947	ウチ	45
14119	ウッズ	4
14061	ウッド	14
7927	ウド	81
12105	ウマ	6
7858	ウラ	8
3765	ウリ	12
11105	ウルトラ	35
15426	ウルトラマン	12
16025	ウルフ	3
3685	ウワサ	10
8227	ウン	8
12360	ウー	4
8211	ウーマン	10
13948	ウール	10
5499	ウーロン茶	3
11563	エア	57
3082	エアコン	50
7547	エアロ	6
10077	エアロビクス	4
12041	エアー	6
7819	エイ	22
2370	エイズ	3
10672	エイト	16
7186	エイリアン	39
5060	エキサイティング	19
6326	エキス	42
13491	エキストラ	15
12602	エキスパート	15
9476	エキセントリック	3
15844	エクレア	7
3083	エコ	86
8767	エコノミー	12
13839	エコロジー	8
8299	エゴ	3
12587	エサ	6
7707	エジプト	12
6759	エスカレーター	6
6904	エスカレート	22
4786	エスコート	8
2832	エステ	57
8122	エステティシャン	6
11470	エストニア	3
9599	エスニック	12
16726	エスパルス	5
13561	エスプリ	3
4485	エスプレッソ	5
5519	エチケット	13
16270	エチュード	9
13894	エックス	4
11314	エッグ	4
12563	エッジ	7
6142	エッセイ	67
13907	エッセイスト	4
3741	エッセンス	43
2778	エッチ	30
12314	エディション	16
12960	エディター	24
11094	エデン	4
15918	エド	3
9795	エドワード	7
10629	エナジー	5
13036	エナメル	8
11810	エニックス	14
11145	エヌ・ティ・ティ	3
15794	エネルギッシュ	4
2575	エネルギー	108
3353	エビ	18
1279	エピソード	230
15881	エピック	11
11460	エフェクト	19
10899	エプソン	26
5875	エプロン	5
11763	エベレスト	3
5263	エマ	23
3861	エミ	13
9178	エミリー	6
9684	エミー	7
15498	エラ	3
10213	エラー	31
11679	エラーメッセージ	4
513	エリ	9
1151	エリア	198
4625	エリカ	51
3354	エリコ	7
10022	エリザベス	26
14044	エリック	16
16155	エリー	3
